tanggal,tahun,bulan,nama_bulan,kuartal,hari,hari_dalam_minggu,akhir_pekan
2025-04-27,2025,4,April,Q2,27,Sunday,True
2025-04-28,2025,4,April,Q2,28,Monday,False
2025-04-29,2025,4,April,Q2,29,Tuesday,False
2025-04-30,2025,4,April,Q2,30,Wednesday,False
2025-05-01,2025,5,May,Q2,1,Thursday,False
2025-05-02,2025,5,May,Q2,2,Friday,False
2025-05-03,2025,5,May,Q2,3,Saturday,True
2025-05-04,2025,5,May,Q2,4,Sunday,True
2025-05-05,2025,5,May,Q2,5,Monday,False
2025-05-06,2025,5,May,Q2,6,Tuesday,False
2025-05-07,2025,5,May,Q2,7,Wednesday,False
2025-05-08,2025,5,May,Q2,8,Thursday,False
2025-05-09,2025,5,May,Q2,9,Friday,False
2025-05-10,2025,5,May,Q2,10,Saturday,True
2025-05-11,2025,5,May,Q2,11,Sunday,True
2025-05-12,2025,5,May,Q2,12,Monday,False
2025-05-13,2025,5,May,Q2,13,Tuesday,False
2025-05-14,2025,5,May,Q2,14,Wednesday,False
2025-05-15,2025,5,May,Q2,15,Thursday,False
2025-05-16,2025,5,May,Q2,16,Friday,False
2025-05-17,2025,5,May,Q2,17,Saturday,True
2025-05-18,2025,5,May,Q2,18,Sunday,True
2025-05-19,2025,5,May,Q2,19,Monday,False
2025-05-20,2025,5,May,Q2,20,Tuesday,False
2025-05-21,2025,5,May,Q2,21,Wednesday,False
2025-05-22,2025,5,May,Q2,22,Thursday,False
2025-05-23,2025,5,May,Q2,23,Friday,False
2025-05-24,2025,5,May,Q2,24,Saturday,True
2025-05-25,2025,5,May,Q2,25,Sunday,True
2025-05-26,2025,5,May,Q2,26,Monday,False
2025-05-27,2025,5,May,Q2,27,Tuesday,False
2025-05-28,2025,5,May,Q2,28,Wednesday,False
2025-05-29,2025,5,May,Q2,29,Thursday,False
2025-05-30,2025,5,May,Q2,30,Friday,False
2025-05-31,2025,5,May,Q2,31,Saturday,True
2025-06-01,2025,6,June,Q2,1,Sunday,True
2025-06-02,2025,6,June,Q2,2,Monday,False
2025-06-03,2025,6,June,Q2,3,Tuesday,False
2025-06-04,2025,6,June,Q2,4,Wednesday,False
2025-06-05,2025,6,June,Q2,5,Thursday,False
2025-06-06,2025,6,June,Q2,6,Friday,False
2025-06-07,2025,6,June,Q2,7,Saturday,True
2025-06-08,2025,6,June,Q2,8,Sunday,True
2025-06-09,2025,6,June,Q2,9,Monday,False
2025-06-10,2025,6,June,Q2,10,Tuesday,False
2025-06-11,2025,6,June,Q2,11,Wednesday,False
2025-06-12,2025,6,June,Q2,12,Thursday,False
2025-06-13,2025,6,June,Q2,13,Friday,False
2025-06-14,2025,6,June,Q2,14,Saturday,True
2025-06-15,2025,6,June,Q2,15,Sunday,True
2025-06-16,2025,6,June,Q2,16,Monday,False
2025-06-17,2025,6,June,Q2,17,Tuesday,False
2025-06-18,2025,6,June,Q2,18,Wednesday,False
2025-06-19,2025,6,June,Q2,19,Thursday,False
2025-06-20,2025,6,June,Q2,20,Friday,False
2025-06-21,2025,6,June,Q2,21,Saturday,True
2025-06-22,2025,6,June,Q2,22,Sunday,True
2025-06-23,2025,6,June,Q2,23,Monday,False
2025-06-24,2025,6,June,Q2,24,Tuesday,False
2025-06-25,2025,6,June,Q2,25,Wednesday,False
2025-06-26,2025,6,June,Q2,26,Thursday,False
2025-06-27,2025,6,June,Q2,27,Friday,False
2025-06-28,2025,6,June,Q2,28,Saturday,True
2025-06-29,2025,6,June,Q2,29,Sunday,True
2025-06-30,2025,6,June,Q2,30,Monday,False
2025-07-01,2025,7,July,Q3,1,Tuesday,False
2025-07-02,2025,7,July,Q3,2,Wednesday,False
2025-07-03,2025,7,July,Q3,3,Thursday,False
2025-07-04,2025,7,July,Q3,4,Friday,False
2025-07-05,2025,7,July,Q3,5,Saturday,True
2025-07-06,2025,7,July,Q3,6,Sunday,True
2025-07-07,2025,7,July,Q3,7,Monday,False
2025-07-08,2025,7,July,Q3,8,Tuesday,False
2025-07-09,2025,7,July,Q3,9,Wednesday,False
2025-07-10,2025,7,July,Q3,10,Thursday,False
2025-07-11,2025,7,July,Q3,11,Friday,False
2025-07-12,2025,7,July,Q3,12,Saturday,True
2025-07-13,2025,7,July,Q3,13,Sunday,True
2025-07-14,2025,7,July,Q3,14,Monday,False
2025-07-15,2025,7,July,Q3,15,Tuesday,False
2025-07-16,2025,7,July,Q3,16,Wednesday,False
2025-07-17,2025,7,July,Q3,17,Thursday,False
2025-07-18,2025,7,July,Q3,18,Friday,False
2025-07-19,2025,7,July,Q3,19,Saturday,True
2025-07-20,2025,7,July,Q3,20,Sunday,True
2025-07-21,2025,7,July,Q3,21,Monday,False
2025-07-22,2025,7,July,Q3,22,Tuesday,False
2025-07-23,2025,7,July,Q3,23,Wednesday,False
2025-07-24,2025,7,July,Q3,24,Thursday,False
2025-07-25,2025,7,July,Q3,25,Friday,False
2025-07-26,2025,7,July,Q3,26,Saturday,True
2025-07-27,2025,7,July,Q3,27,Sunday,True
2025-07-28,2025,7,July,Q3,28,Monday,False
2025-07-29,2025,7,July,Q3,29,Tuesday,False
2025-07-30,2025,7,July,Q3,30,Wednesday,False
2025-07-31,2025,7,July,Q3,31,Thursday,False
2025-08-01,2025,8,August,Q3,1,Friday,False
2025-08-02,2025,8,August,Q3,2,Saturday,True
2025-08-03,2025,8,August,Q3,3,Sunday,True
2025-08-04,2025,8,August,Q3,4,Monday,False
2025-08-05,2025,8,August,Q3,5,Tuesday,False
2025-08-06,2025,8,August,Q3,6,Wednesday,False
2025-08-07,2025,8,August,Q3,7,Thursday,False
2025-08-08,2025,8,August,Q3,8,Friday,False
2025-08-09,2025,8,August,Q3,9,Saturday,True
2025-08-10,2025,8,August,Q3,10,Sunday,True
2025-08-11,2025,8,August,Q3,11,Monday,False
2025-08-12,2025,8,August,Q3,12,Tuesday,False
2025-08-13,2025,8,August,Q3,13,Wednesday,False
2025-08-14,2025,8,August,Q3,14,Thursday,False
2025-08-15,2025,8,August,Q3,15,Friday,False
2025-08-16,2025,8,August,Q3,16,Saturday,True
2025-08-17,2025,8,August,Q3,17,Sunday,True
2025-08-18,2025,8,August,Q3,18,Monday,False
2025-08-19,2025,8,August,Q3,19,Tuesday,False
2025-08-20,2025,8,August,Q3,20,Wednesday,False
2025-08-21,2025,8,August,Q3,21,Thursday,False
2025-08-22,2025,8,August,Q3,22,Friday,False
2025-08-23,2025,8,August,Q3,23,Saturday,True
2025-08-24,2025,8,August,Q3,24,Sunday,True
2025-08-25,2025,8,August,Q3,25,Monday,False
2025-08-26,2025,8,August,Q3,26,Tuesday,False
2025-08-27,2025,8,August,Q3,27,Wednesday,False
2025-08-28,2025,8,August,Q3,28,Thursday,False
2025-08-29,2025,8,August,Q3,29,Friday,False
2025-08-30,2025,8,August,Q3,30,Saturday,True
2025-08-31,2025,8,August,Q3,31,Sunday,True
2025-09-01,2025,9,September,Q3,1,Monday,False
2025-09-02,2025,9,September,Q3,2,Tuesday,False
2025-09-03,2025,9,September,Q3,3,Wednesday,False
2025-09-04,2025,9,September,Q3,4,Thursday,False
2025-09-05,2025,9,September,Q3,5,Friday,False
2025-09-06,2025,9,September,Q3,6,Saturday,True
2025-09-07,2025,9,September,Q3,7,Sunday,True
2025-09-08,2025,9,September,Q3,8,Monday,False
2025-09-09,2025,9,September,Q3,9,Tuesday,False
2025-09-10,2025,9,September,Q3,10,Wednesday,False
2025-09-11,2025,9,September,Q3,11,Thursday,False
2025-09-12,2025,9,September,Q3,12,Friday,False
2025-09-13,2025,9,September,Q3,13,Saturday,True
2025-09-14,2025,9,September,Q3,14,Sunday,True
2025-09-15,2025,9,September,Q3,15,Monday,False
2025-09-16,2025,9,September,Q3,16,Tuesday,False
2025-09-17,2025,9,September,Q3,17,Wednesday,False
2025-09-18,2025,9,September,Q3,18,Thursday,False
2025-09-19,2025,9,September,Q3,19,Friday,False
2025-09-20,2025,9,September,Q3,20,Saturday,True
2025-09-21,2025,9,September,Q3,21,Sunday,True
2025-09-22,2025,9,September,Q3,22,Monday,False
2025-09-23,2025,9,September,Q3,23,Tuesday,False
2025-09-24,2025,9,September,Q3,24,Wednesday,False
2025-09-25,2025,9,September,Q3,25,Thursday,False
2025-09-26,2025,9,September,Q3,26,Friday,False
2025-09-27,2025,9,September,Q3,27,Saturday,True
2025-09-28,2025,9,September,Q3,28,Sunday,True
2025-09-29,2025,9,September,Q3,29,Monday,False
2025-09-30,2025,9,September,Q3,30,Tuesday,False
2025-10-01,2025,10,October,Q4,1,Wednesday,False
2025-10-02,2025,10,October,Q4,2,Thursday,False
2025-10-03,2025,10,October,Q4,3,Friday,False
2025-10-04,2025,10,October,Q4,4,Saturday,True
2025-10-05,2025,10,October,Q4,5,Sunday,True
2025-10-06,2025,10,October,Q4,6,Monday,False
2025-10-07,2025,10,October,Q4,7,Tuesday,False
2025-10-08,2025,10,October,Q4,8,Wednesday,False
2025-10-09,2025,10,October,Q4,9,Thursday,False
2025-10-10,2025,10,October,Q4,10,Friday,False
2025-10-11,2025,10,October,Q4,11,Saturday,True
2025-10-12,2025,10,October,Q4,12,Sunday,True
2025-10-13,2025,10,October,Q4,13,Monday,False
2025-10-14,2025,10,October,Q4,14,Tuesday,False
2025-10-15,2025,10,October,Q4,15,Wednesday,False
2025-10-16,2025,10,October,Q4,16,Thursday,False
2025-10-17,2025,10,October,Q4,17,Friday,False
2025-10-18,2025,10,October,Q4,18,Saturday,True
2025-10-19,2025,10,October,Q4,19,Sunday,True
2025-10-20,2025,10,October,Q4,20,Monday,False
2025-10-21,2025,10,October,Q4,21,Tuesday,False
2025-10-22,2025,10,October,Q4,22,Wednesday,False
2025-10-23,2025,10,October,Q4,23,Thursday,False
2025-10-24,2025,10,October,Q4,24,Friday,False
2025-10-25,2025,10,October,Q4,25,Saturday,True
2025-10-26,2025,10,October,Q4,26,Sunday,True
2025-10-27,2025,10,October,Q4,27,Monday,False
2025-10-28,2025,10,October,Q4,28,Tuesday,False
2025-10-29,2025,10,October,Q4,29,Wednesday,False
2025-10-30,2025,10,October,Q4,30,Thursday,False
2025-10-31,2025,10,October,Q4,31,Friday,False
2025-11-01,2025,11,November,Q4,1,Saturday,True
2025-11-02,2025,11,November,Q4,2,Sunday,True
2025-11-03,2025,11,November,Q4,3,Monday,False
2025-11-04,2025,11,November,Q4,4,Tuesday,False
2025-11-05,2025,11,November,Q4,5,Wednesday,False
2025-11-06,2025,11,November,Q4,6,Thursday,False
2025-11-07,2025,11,November,Q4,7,Friday,False
2025-11-08,2025,11,November,Q4,8,Saturday,True
2025-11-09,2025,11,November,Q4,9,Sunday,True
2025-11-10,2025,11,November,Q4,10,Monday,False
2025-11-11,2025,11,November,Q4,11,Tuesday,False
2025-11-12,2025,11,November,Q4,12,Wednesday,False
2025-11-13,2025,11,November,Q4,13,Thursday,False
2025-11-14,2025,11,November,Q4,14,Friday,False
2025-11-15,2025,11,November,Q4,15,Saturday,True
2025-11-16,2025,11,November,Q4,16,Sunday,True
2025-11-17,2025,11,November,Q4,17,Monday,False
2025-11-18,2025,11,November,Q4,18,Tuesday,False
2025-11-19,2025,11,November,Q4,19,Wednesday,False
2025-11-20,2025,11,November,Q4,20,Thursday,False
2025-11-21,2025,11,November,Q4,21,Friday,False
2025-11-22,2025,11,November,Q4,22,Saturday,True
2025-11-23,2025,11,November,Q4,23,Sunday,True
2025-11-24,2025,11,November,Q4,24,Monday,False
2025-11-25,2025,11,November,Q4,25,Tuesday,False
2025-11-26,2025,11,November,Q4,26,Wednesday,False
2025-11-27,2025,11,November,Q4,27,Thursday,False
2025-11-28,2025,11,November,Q4,28,Friday,False
2025-11-29,2025,11,November,Q4,29,Saturday,True
2025-11-30,2025,11,November,Q4,30,Sunday,True
2025-12-01,2025,12,December,Q4,1,Monday,False
2025-12-02,2025,12,December,Q4,2,Tuesday,False
2025-12-03,2025,12,December,Q4,3,Wednesday,False
2025-12-04,2025,12,December,Q4,4,Thursday,False
2025-12-05,2025,12,December,Q4,5,Friday,False
2025-12-06,2025,12,December,Q4,6,Saturday,True
2025-12-07,2025,12,December,Q4,7,Sunday,True
2025-12-08,2025,12,December,Q4,8,Monday,False
2025-12-09,2025,12,December,Q4,9,Tuesday,False
2025-12-10,2025,12,December,Q4,10,Wednesday,False
2025-12-11,2025,12,December,Q4,11,Thursday,False
2025-12-12,2025,12,December,Q4,12,Friday,False
2025-12-13,2025,12,December,Q4,13,Saturday,True
2025-12-14,2025,12,December,Q4,14,Sunday,True
2025-12-15,2025,12,December,Q4,15,Monday,False
2025-12-16,2025,12,December,Q4,16,Tuesday,False
2025-12-17,2025,12,December,Q4,17,Wednesday,False
2025-12-18,2025,12,December,Q4,18,Thursday,False
2025-12-19,2025,12,December,Q4,19,Friday,False
2025-12-20,2025,12,December,Q4,20,Saturday,True
2025-12-21,2025,12,December,Q4,21,Sunday,True
2025-12-22,2025,12,December,Q4,22,Monday,False
2025-12-23,2025,12,December,Q4,23,Tuesday,False
2025-12-24,2025,12,December,Q4,24,Wednesday,False
2025-12-25,2025,12,December,Q4,25,Thursday,False
2025-12-26,2025,12,December,Q4,26,Friday,False
2025-12-27,2025,12,December,Q4,27,Saturday,True
2025-12-28,2025,12,December,Q4,28,Sunday,True
2025-12-29,2025,12,December,Q4,29,Monday,False
2025-12-30,2025,12,December,Q4,30,Tuesday,False
2025-12-31,2025,12,December,Q4,31,Wednesday,False
